video_id,video_path,true_label,true_value,predicted_label,predicted_value,fake_score,detection_rate,total_frames,detected_frames,prediction_correct
original_254_cb92b059,D:\M1\M1 Internship\test-video-level-dataset\real\original_254_cb92b059.mp4,REAL,0,FAKE,1,0.5274492121405072,1.0,18,18,False
original_255_4424c07e,D:\M1\M1 Internship\test-video-level-dataset\real\original_255_4424c07e.mp4,REAL,0,REAL,0,0.4199722856283188,1.0,16,16,True
original_261_c0ec4410,D:\M1\M1 Internship\test-video-level-dataset\real\original_261_c0ec4410.mp4,REAL,0,REAL,0,0.44343400853020803,1.0,28,28,True
original_278_290dad1b,D:\M1\M1 Internship\test-video-level-dataset\real\original_278_290dad1b.mp4,REAL,0,REAL,0,0.47250714898109436,1.0,18,18,True
original_299_0cec04f6,D:\M1\M1 Internship\test-video-level-dataset\real\original_299_0cec04f6.mp4,REAL,0,REAL,0,0.4523946628684089,1.0,21,21,True
original_313_aa45249c,D:\M1\M1 Internship\test-video-level-dataset\real\original_313_aa45249c.mp4,REAL,0,REAL,0,0.48022716886856975,1.0,17,17,True
original_354_a9d73cf1,D:\M1\M1 Internship\test-video-level-dataset\real\original_354_a9d73cf1.mp4,REAL,0,REAL,0,0.4599656220525503,1.0,16,16,True
original_375_c10e019e,D:\M1\M1 Internship\test-video-level-dataset\real\original_375_c10e019e.mp4,REAL,0,REAL,0,0.4403376579284668,1.0,15,15,True
original_376_a8952fbc,D:\M1\M1 Internship\test-video-level-dataset\real\original_376_a8952fbc.mp4,REAL,0,REAL,0,0.4459316758882432,1.0,21,21,True
original_443_d1d2b168,D:\M1\M1 Internship\test-video-level-dataset\real\original_443_d1d2b168.mp4,REAL,0,REAL,0,0.45347091814746027,1.0,46,46,True
original_465_4180354d,D:\M1\M1 Internship\test-video-level-dataset\real\original_465_4180354d.mp4,REAL,0,REAL,0,0.48246016285636206,1.0,11,11,True
original_478_78319e1a,D:\M1\M1 Internship\test-video-level-dataset\real\original_478_78319e1a.mp4,REAL,0,REAL,0,0.46788402676582336,1.0,25,25,True
original_483_84d64da9,D:\M1\M1 Internship\test-video-level-dataset\real\original_483_84d64da9.mp4,REAL,0,REAL,0,0.4577983067585872,1.0,13,13,True
original_506_c13a684f,D:\M1\M1 Internship\test-video-level-dataset\real\original_506_c13a684f.mp4,REAL,0,REAL,0,0.42516196162804315,1.0,23,23,True
original_512_45c03563,D:\M1\M1 Internship\test-video-level-dataset\real\original_512_45c03563.mp4,REAL,0,REAL,0,0.4847619950771332,1.0,30,30,True
original_518_b67f455f,D:\M1\M1 Internship\test-video-level-dataset\real\original_518_b67f455f.mp4,REAL,0,FAKE,1,0.5436014077242683,1.0,17,17,False
original_526_28924f4c,D:\M1\M1 Internship\test-video-level-dataset\real\original_526_28924f4c.mp4,REAL,0,REAL,0,0.4550314662711961,1.0,28,28,True
original_543_2c951df8,D:\M1\M1 Internship\test-video-level-dataset\real\original_543_2c951df8.mp4,REAL,0,REAL,0,0.446435297357625,1.0,29,29,True
original_581_15e2ccab,D:\M1\M1 Internship\test-video-level-dataset\real\original_581_15e2ccab.mp4,REAL,0,FAKE,1,0.5059860096527979,1.0,13,13,False
original_610_b422b371,D:\M1\M1 Internship\test-video-level-dataset\real\original_610_b422b371.mp4,REAL,0,REAL,0,0.4256687555462122,1.0,16,16,True
original_612_c8614ecf,D:\M1\M1 Internship\test-video-level-dataset\real\original_612_c8614ecf.mp4,REAL,0,REAL,0,0.4972017684153148,1.0,14,14,True
original_715_ee35199d,D:\M1\M1 Internship\test-video-level-dataset\real\original_715_ee35199d.mp4,REAL,0,REAL,0,0.4650607047409847,1.0,29,29,True
original_763_69d1d1fa,D:\M1\M1 Internship\test-video-level-dataset\real\original_763_69d1d1fa.mp4,REAL,0,REAL,0,0.4794235293354307,1.0,28,28,True
original_765_8d0bde79,D:\M1\M1 Internship\test-video-level-dataset\real\original_765_8d0bde79.mp4,REAL,0,REAL,0,0.4186406754530393,1.0,13,13,True
original_768_91438914,D:\M1\M1 Internship\test-video-level-dataset\real\original_768_91438914.mp4,REAL,0,REAL,0,0.4794687437159674,1.0,14,14,True
original_829_696c1990,D:\M1\M1 Internship\test-video-level-dataset\real\original_829_696c1990.mp4,REAL,0,REAL,0,0.4193783336215549,1.0,27,27,True
original_860_e6b613d0,D:\M1\M1 Internship\test-video-level-dataset\real\original_860_e6b613d0.mp4,REAL,0,REAL,0,0.4303365331143141,1.0,16,16,True
original_866_8b0d9134,D:\M1\M1 Internship\test-video-level-dataset\real\original_866_8b0d9134.mp4,REAL,0,REAL,0,0.49831265912336464,1.0,17,17,True
original_890_e0c3165f,D:\M1\M1 Internship\test-video-level-dataset\real\original_890_e0c3165f.mp4,REAL,0,REAL,0,0.4872358242670695,1.0,12,12,True
original_898_9399c3d6,D:\M1\M1 Internship\test-video-level-dataset\real\original_898_9399c3d6.mp4,REAL,0,FAKE,1,0.5140460559300014,1.0,14,14,False
original_901_66d229cb,D:\M1\M1 Internship\test-video-level-dataset\real\original_901_66d229cb.mp4,REAL,0,REAL,0,0.4357672962877486,1.0,18,18,True
original_913_4735a0ae,D:\M1\M1 Internship\test-video-level-dataset\real\original_913_4735a0ae.mp4,REAL,0,REAL,0,0.4554631547494368,1.0,22,22,True
original_929_bf271968,D:\M1\M1 Internship\test-video-level-dataset\real\original_929_bf271968.mp4,REAL,0,FAKE,1,0.5022824723273516,1.0,16,16,False
original_931_471292bb,D:\M1\M1 Internship\test-video-level-dataset\real\original_931_471292bb.mp4,REAL,0,REAL,0,0.4723824147994702,1.0,13,13,True
original_941_3ac47719,D:\M1\M1 Internship\test-video-level-dataset\real\original_941_3ac47719.mp4,REAL,0,REAL,0,0.4475173443555832,1.0,20,20,True
original_965_01a0d279,D:\M1\M1 Internship\test-video-level-dataset\real\original_965_01a0d279.mp4,REAL,0,REAL,0,0.42692479739586514,1.0,12,12,True
original_971_8a006b96,D:\M1\M1 Internship\test-video-level-dataset\real\original_971_8a006b96.mp4,REAL,0,REAL,0,0.46586724370718,1.0,12,12,True
Deepfakes_060_088_5a53270f,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_060_088_5a53270f.mp4,FAKE,1,REAL,0,0.45873791680616494,1.0,34,34,False
Deepfakes_072_037_1bfa8fce,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_072_037_1bfa8fce.mp4,FAKE,1,REAL,0,0.4670562308568221,1.0,13,13,False
Deepfakes_174_964_cdd2aa15,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_174_964_cdd2aa15.mp4,FAKE,1,REAL,0,0.42003326543739866,1.0,14,14,False
Deepfakes_198_106_da37374e,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_198_106_da37374e.mp4,FAKE,1,REAL,0,0.46823616538728985,1.0,14,14,False
Deepfakes_208_215_2568b307,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_208_215_2568b307.mp4,FAKE,1,REAL,0,0.4807031782049882,1.0,19,19,False
Deepfakes_314_347_17d62014,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_314_347_17d62014.mp4,FAKE,1,REAL,0,0.486990892461368,1.0,14,14,False
Deepfakes_451_449_a6799e6c,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_451_449_a6799e6c.mp4,FAKE,1,REAL,0,0.4327584436306587,1.0,13,13,False
Deepfakes_534_490_5330b62e,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_534_490_5330b62e.mp4,FAKE,1,REAL,0,0.45196256786584854,1.0,16,16,False
Deepfakes_601_653_fc73192c,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_601_653_fc73192c.mp4,FAKE,1,REAL,0,0.4623138698247763,1.0,13,13,False
Deepfakes_986_994_5df7ddc1,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_986_994_5df7ddc1.mp4,FAKE,1,REAL,0,0.41860319323399486,1.0,34,34,False
Face2Face_310_196_cbdf02fb,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_310_196_cbdf02fb.mp4,FAKE,1,REAL,0,0.45993367168638444,1.0,18,18,False
Face2Face_365_307_df39fc0a,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_365_307_df39fc0a.mp4,FAKE,1,REAL,0,0.4479143898934126,1.0,16,16,False
Face2Face_382_409_0fe16d69,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_382_409_0fe16d69.mp4,FAKE,1,REAL,0,0.49354254007339476,1.0,15,15,False
Face2Face_543_559_a52a02fd,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_543_559_a52a02fd.mp4,FAKE,1,REAL,0,0.4593643141644342,1.0,14,14,False
Face2Face_583_558_74dd317c,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_583_558_74dd317c.mp4,FAKE,1,REAL,0,0.4425690190659629,1.0,18,18,False
Face2Face_652_773_adc7a7b2,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_652_773_adc7a7b2.mp4,FAKE,1,REAL,0,0.4517223909497261,1.0,20,20,False
Face2Face_753_789_f1cd9528,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_753_789_f1cd9528.mp4,FAKE,1,REAL,0,0.42001834825465556,1.0,19,19,False
Face2Face_901_902_e6228114,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_901_902_e6228114.mp4,FAKE,1,REAL,0,0.44343717992305753,1.0,10,10,False
Face2Face_902_901_b086d0ed,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_902_901_b086d0ed.mp4,FAKE,1,REAL,0,0.458079198996226,1.0,18,18,False
Face2Face_985_981_a83e3f01,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_985_981_a83e3f01.mp4,FAKE,1,REAL,0,0.4312833070755005,1.0,15,15,False
FaceShifter_213_083_944cc471,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_213_083_944cc471.mp4,FAKE,1,REAL,0,0.4843631111658536,1.0,13,13,False
FaceShifter_235_194_23460e65,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_235_194_23460e65.mp4,FAKE,1,REAL,0,0.4633856278199416,1.0,13,13,False
FaceShifter_377_333_3715e25e,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_377_333_3715e25e.mp4,FAKE,1,REAL,0,0.4745139628648758,1.0,14,14,False
FaceShifter_493_538_1a538031,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_493_538_1a538031.mp4,FAKE,1,REAL,0,0.43751947581768036,1.0,16,16,False
FaceShifter_677_671_800119cd,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_677_671_800119cd.mp4,FAKE,1,REAL,0,0.451659695668654,1.0,11,11,False
FaceShifter_787_782_a8c96321,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_787_782_a8c96321.mp4,FAKE,1,REAL,0,0.49014378161657424,1.0,21,21,False
FaceShifter_811_920_fd3b485f,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_811_920_fd3b485f.mp4,FAKE,1,REAL,0,0.4849999912760474,1.0,22,22,False
FaceShifter_845_846_9bb621d6,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_845_846_9bb621d6.mp4,FAKE,1,REAL,0,0.43713236451148985,1.0,15,15,False
FaceShifter_936_931_8238f708,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_936_931_8238f708.mp4,FAKE,1,FAKE,1,0.5100140621264776,1.0,12,12,True
FaceShifter_989_993_25f5c683,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_989_993_25f5c683.mp4,FAKE,1,FAKE,1,0.5075306846545293,1.0,39,39,True
FaceSwap_059_050_1eb4ef1b,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_059_050_1eb4ef1b.mp4,FAKE,1,REAL,0,0.48134857416152954,1.0,22,22,False
FaceSwap_070_057_f0bd8691,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_070_057_f0bd8691.mp4,FAKE,1,REAL,0,0.48390799562136333,1.0,15,15,False
FaceSwap_198_106_1bc0e014,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_198_106_1bc0e014.mp4,FAKE,1,REAL,0,0.4583238884806633,1.0,12,12,False
FaceSwap_235_194_974f9c32,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_235_194_974f9c32.mp4,FAKE,1,REAL,0,0.4562334487071404,1.0,13,13,False
FaceSwap_265_475_acdcadde,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_265_475_acdcadde.mp4,FAKE,1,REAL,0,0.45772133128983633,1.0,14,14,False
FaceSwap_319_352_d280bcd6,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_319_352_d280bcd6.mp4,FAKE,1,REAL,0,0.48102746290319104,1.0,17,17,False
FaceSwap_408_424_8a8f634a,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_408_424_8a8f634a.mp4,FAKE,1,REAL,0,0.382672701890652,1.0,13,13,False
FaceSwap_534_490_a0f3ce04,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_534_490_a0f3ce04.mp4,FAKE,1,REAL,0,0.44394846446812153,1.0,16,16,False
FaceSwap_810_838_2d6abc4e,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_810_838_2d6abc4e.mp4,FAKE,1,REAL,0,0.46867973916232586,1.0,16,16,False
FaceSwap_820_818_1bc2d861,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_820_818_1bc2d861.mp4,FAKE,1,REAL,0,0.44096699513887105,1.0,19,19,False
NeuralTextures_067_025_66bc71b3,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_067_025_66bc71b3.mp4,FAKE,1,REAL,0,0.4943081885576248,1.0,18,18,False
NeuralTextures_355_748_b27aafad,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_355_748_b27aafad.mp4,FAKE,1,REAL,0,0.40248245813629846,1.0,11,11,False
NeuralTextures_370_483_56b0f438,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_370_483_56b0f438.mp4,FAKE,1,REAL,0,0.4275400203007918,1.0,13,13,False
NeuralTextures_554_572_dfc10615,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_554_572_dfc10615.mp4,FAKE,1,REAL,0,0.4857612724105517,1.0,12,12,False
NeuralTextures_589_565_9ba6646b,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_589_565_9ba6646b.mp4,FAKE,1,REAL,0,0.4269533289803399,1.0,18,18,False
NeuralTextures_599_585_c6914696,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_599_585_c6914696.mp4,FAKE,1,REAL,0,0.49393416941165924,1.0,12,12,False
NeuralTextures_662_641_3336e2ee,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_662_641_3336e2ee.mp4,FAKE,1,REAL,0,0.48755570501089096,1.0,12,12,False
NeuralTextures_822_244_87ca7bfe,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_822_244_87ca7bfe.mp4,FAKE,1,REAL,0,0.4360215912262599,1.0,12,12,False
NeuralTextures_823_584_2a2b575a,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_823_584_2a2b575a.mp4,FAKE,1,REAL,0,0.4689474567770958,1.0,20,20,False
NeuralTextures_924_917_79e77b20,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_924_917_79e77b20.mp4,FAKE,1,REAL,0,0.43833664887481266,1.0,18,18,False
