video_id,video_path,true_label,true_value,predicted_label,predicted_value,fake_score,detection_rate,total_frames,detected_frames,prediction_correct
original_768_91438914,D:\M1\M1 Internship\test-video-level-dataset\real\original_768_91438914.mp4,REAL,0,FAKE,1,0.6324565847005162,1.0,14,14,False
original_829_696c1990,D:\M1\M1 Internship\test-video-level-dataset\real\original_829_696c1990.mp4,REAL,0,REAL,0,0.21715807083442254,1.0,27,27,True
original_860_e6b613d0,D:\M1\M1 Internship\test-video-level-dataset\real\original_860_e6b613d0.mp4,REAL,0,REAL,0,0.4324658513069153,1.0,16,16,True
original_866_8b0d9134,D:\M1\M1 Internship\test-video-level-dataset\real\original_866_8b0d9134.mp4,REAL,0,FAKE,1,0.6472159138716319,1.0,17,17,False
original_890_e0c3165f,D:\M1\M1 Internship\test-video-level-dataset\real\original_890_e0c3165f.mp4,REAL,0,REAL,0,0.2774237412959337,1.0,12,12,True
original_898_9399c3d6,D:\M1\M1 Internship\test-video-level-dataset\real\original_898_9399c3d6.mp4,REAL,0,REAL,0,0.015402599503951413,1.0,14,14,True
original_901_66d229cb,D:\M1\M1 Internship\test-video-level-dataset\real\original_901_66d229cb.mp4,REAL,0,FAKE,1,0.8531107488605711,1.0,18,18,False
original_913_4735a0ae,D:\M1\M1 Internship\test-video-level-dataset\real\original_913_4735a0ae.mp4,REAL,0,REAL,0,0.08674277193759652,1.0,22,22,True
original_929_bf271968,D:\M1\M1 Internship\test-video-level-dataset\real\original_929_bf271968.mp4,REAL,0,REAL,0,0.18728440557606518,1.0,16,16,True
original_931_471292bb,D:\M1\M1 Internship\test-video-level-dataset\real\original_931_471292bb.mp4,REAL,0,REAL,0,0.0725232447282626,1.0,13,13,True
original_941_3ac47719,D:\M1\M1 Internship\test-video-level-dataset\real\original_941_3ac47719.mp4,REAL,0,FAKE,1,0.7489461328834295,1.0,20,20,False
original_965_01a0d279,D:\M1\M1 Internship\test-video-level-dataset\real\original_965_01a0d279.mp4,REAL,0,REAL,0,0.011413326137699187,1.0,12,12,True
original_971_8a006b96,D:\M1\M1 Internship\test-video-level-dataset\real\original_971_8a006b96.mp4,REAL,0,REAL,0,0.24179932878663143,1.0,12,12,True
Deepfakes_060_088_5a53270f,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_060_088_5a53270f.mp4,FAKE,1,FAKE,1,0.9776200196322273,1.0,34,34,True
Deepfakes_072_037_1bfa8fce,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_072_037_1bfa8fce.mp4,FAKE,1,FAKE,1,0.9867166234896734,1.0,13,13,True
Deepfakes_174_964_cdd2aa15,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_174_964_cdd2aa15.mp4,FAKE,1,FAKE,1,0.8096744609730584,1.0,14,14,True
Deepfakes_198_106_da37374e,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_198_106_da37374e.mp4,FAKE,1,REAL,0,0.4467542384352003,1.0,14,14,False
Deepfakes_208_215_2568b307,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_208_215_2568b307.mp4,FAKE,1,FAKE,1,0.9531225624837374,1.0,19,19,True
Deepfakes_314_347_17d62014,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_314_347_17d62014.mp4,FAKE,1,FAKE,1,0.9852598522390638,1.0,14,14,True
Deepfakes_451_449_a6799e6c,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_451_449_a6799e6c.mp4,FAKE,1,FAKE,1,0.9850945518567011,1.0,13,13,True
Deepfakes_534_490_5330b62e,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_534_490_5330b62e.mp4,FAKE,1,FAKE,1,0.9733254313468933,1.0,16,16,True
Deepfakes_601_653_fc73192c,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_601_653_fc73192c.mp4,FAKE,1,FAKE,1,0.9727725478319021,1.0,13,13,True
Deepfakes_986_994_5df7ddc1,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_986_994_5df7ddc1.mp4,FAKE,1,FAKE,1,0.9716997251791113,1.0,34,34,True
Face2Face_310_196_cbdf02fb,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_310_196_cbdf02fb.mp4,FAKE,1,FAKE,1,0.8884238203366598,1.0,18,18,True
Face2Face_365_307_df39fc0a,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_365_307_df39fc0a.mp4,FAKE,1,FAKE,1,0.603214262984693,1.0,16,16,True
Face2Face_382_409_0fe16d69,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_382_409_0fe16d69.mp4,FAKE,1,REAL,0,0.08776677524050076,1.0,15,15,False
Face2Face_543_559_a52a02fd,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_543_559_a52a02fd.mp4,FAKE,1,FAKE,1,0.9912919402122498,1.0,14,14,True
Face2Face_583_558_74dd317c,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_583_558_74dd317c.mp4,FAKE,1,FAKE,1,0.793450395266215,1.0,18,18,True
Face2Face_652_773_adc7a7b2,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_652_773_adc7a7b2.mp4,FAKE,1,FAKE,1,0.995855325460434,1.0,20,20,True
Face2Face_753_789_f1cd9528,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_753_789_f1cd9528.mp4,FAKE,1,FAKE,1,0.9731381661013553,1.0,19,19,True
Face2Face_901_902_e6228114,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_901_902_e6228114.mp4,FAKE,1,FAKE,1,0.9763427376747131,1.0,10,10,True
Face2Face_902_901_b086d0ed,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_902_901_b086d0ed.mp4,FAKE,1,FAKE,1,0.5689222001367145,1.0,18,18,True
Face2Face_985_981_a83e3f01,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_985_981_a83e3f01.mp4,FAKE,1,FAKE,1,0.9934239069620768,1.0,15,15,True
FaceShifter_213_083_944cc471,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_213_083_944cc471.mp4,FAKE,1,FAKE,1,0.9711518425207871,1.0,13,13,True
FaceShifter_235_194_23460e65,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_235_194_23460e65.mp4,FAKE,1,FAKE,1,0.9848760183040912,1.0,13,13,True
FaceShifter_377_333_3715e25e,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_377_333_3715e25e.mp4,FAKE,1,FAKE,1,0.7937157239232745,1.0,14,14,True
FaceShifter_493_538_1a538031,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_493_538_1a538031.mp4,FAKE,1,REAL,0,0.3267836133018136,1.0,16,16,False
FaceShifter_677_671_800119cd,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_677_671_800119cd.mp4,FAKE,1,FAKE,1,0.9811766852032054,1.0,11,11,True
FaceShifter_787_782_a8c96321,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_787_782_a8c96321.mp4,FAKE,1,FAKE,1,0.810499560265314,1.0,21,21,True
FaceShifter_811_920_fd3b485f,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_811_920_fd3b485f.mp4,FAKE,1,FAKE,1,0.9868661409074609,1.0,22,22,True
FaceShifter_845_846_9bb621d6,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_845_846_9bb621d6.mp4,FAKE,1,REAL,0,0.412539666518569,1.0,15,15,False
FaceShifter_936_931_8238f708,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_936_931_8238f708.mp4,FAKE,1,FAKE,1,0.9808362424373627,1.0,12,12,True
FaceShifter_989_993_25f5c683,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_989_993_25f5c683.mp4,FAKE,1,REAL,0,0.2758160925780733,1.0,39,39,False
FaceSwap_059_050_1eb4ef1b,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_059_050_1eb4ef1b.mp4,FAKE,1,FAKE,1,0.8988910723816265,1.0,22,22,True
FaceSwap_070_057_f0bd8691,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_070_057_f0bd8691.mp4,FAKE,1,FAKE,1,0.8217555701732635,1.0,15,15,True
FaceSwap_198_106_1bc0e014,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_198_106_1bc0e014.mp4,FAKE,1,FAKE,1,0.5752370789026221,1.0,12,12,True
FaceSwap_235_194_974f9c32,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_235_194_974f9c32.mp4,FAKE,1,FAKE,1,0.9642725265943087,1.0,13,13,True
FaceSwap_265_475_acdcadde,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_265_475_acdcadde.mp4,FAKE,1,FAKE,1,0.9484294184616634,1.0,14,14,True
FaceSwap_319_352_d280bcd6,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_319_352_d280bcd6.mp4,FAKE,1,REAL,0,0.03577922507846618,1.0,17,17,False
FaceSwap_408_424_8a8f634a,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_408_424_8a8f634a.mp4,FAKE,1,FAKE,1,0.906068361722506,1.0,13,13,True
FaceSwap_534_490_a0f3ce04,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_534_490_a0f3ce04.mp4,FAKE,1,FAKE,1,0.558809139765799,1.0,16,16,True
FaceSwap_810_838_2d6abc4e,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_810_838_2d6abc4e.mp4,FAKE,1,FAKE,1,0.9648231789469719,1.0,16,16,True
FaceSwap_820_818_1bc2d861,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_820_818_1bc2d861.mp4,FAKE,1,REAL,0,0.4802522471076564,1.0,19,19,False
NeuralTextures_067_025_66bc71b3,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_067_025_66bc71b3.mp4,FAKE,1,FAKE,1,0.8861562493774626,1.0,18,18,True
NeuralTextures_355_748_b27aafad,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_355_748_b27aafad.mp4,FAKE,1,FAKE,1,0.9823108261281793,1.0,11,11,True
NeuralTextures_370_483_56b0f438,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_370_483_56b0f438.mp4,FAKE,1,FAKE,1,0.718976329635972,1.0,13,13,True
NeuralTextures_554_572_dfc10615,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_554_572_dfc10615.mp4,FAKE,1,FAKE,1,0.6210725319882234,1.0,12,12,True
NeuralTextures_589_565_9ba6646b,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_589_565_9ba6646b.mp4,FAKE,1,FAKE,1,0.8759831810990969,1.0,18,18,True
NeuralTextures_599_585_c6914696,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_599_585_c6914696.mp4,FAKE,1,FAKE,1,0.7982917924722036,1.0,12,12,True
NeuralTextures_662_641_3336e2ee,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_662_641_3336e2ee.mp4,FAKE,1,FAKE,1,0.7259442638605833,1.0,12,12,True
NeuralTextures_822_244_87ca7bfe,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_822_244_87ca7bfe.mp4,FAKE,1,FAKE,1,0.8172803744673729,1.0,12,12,True
NeuralTextures_823_584_2a2b575a,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_823_584_2a2b575a.mp4,FAKE,1,FAKE,1,0.994213393330574,1.0,20,20,True
NeuralTextures_924_917_79e77b20,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_924_917_79e77b20.mp4,FAKE,1,FAKE,1,0.8944325281514062,1.0,18,18,True
