video_id,video_path,true_label,true_value,predicted_label,predicted_value,fake_score,detection_rate,total_frames,detected_frames,prediction_correct
original_261_c0ec4410,D:\M1\M1 Internship\test-video-level-dataset\real\original_261_c0ec4410.mp4,REAL,0,FAKE,1,0.6964299961192799,1.0,28,28,False
original_278_290dad1b,D:\M1\M1 Internship\test-video-level-dataset\real\original_278_290dad1b.mp4,REAL,0,FAKE,1,0.8321023285388947,1.0,18,18,False
original_299_0cec04f6,D:\M1\M1 Internship\test-video-level-dataset\real\original_299_0cec04f6.mp4,REAL,0,FAKE,1,0.5284707824965673,1.0,21,21,False
original_313_aa45249c,D:\M1\M1 Internship\test-video-level-dataset\real\original_313_aa45249c.mp4,REAL,0,REAL,0,0.1786510276467786,1.0,17,17,True
original_354_a9d73cf1,D:\M1\M1 Internship\test-video-level-dataset\real\original_354_a9d73cf1.mp4,REAL,0,REAL,0,0.3748334511183202,1.0,16,16,True
original_375_c10e019e,D:\M1\M1 Internship\test-video-level-dataset\real\original_375_c10e019e.mp4,REAL,0,REAL,0,0.17170237135142088,1.0,15,15,True
original_376_a8952fbc,D:\M1\M1 Internship\test-video-level-dataset\real\original_376_a8952fbc.mp4,REAL,0,REAL,0,0.1583594640479922,1.0,21,21,True
original_443_d1d2b168,D:\M1\M1 Internship\test-video-level-dataset\real\original_443_d1d2b168.mp4,REAL,0,REAL,0,0.04170841006397614,1.0,46,46,True
original_465_4180354d,D:\M1\M1 Internship\test-video-level-dataset\real\original_465_4180354d.mp4,REAL,0,FAKE,1,0.7957894829186526,1.0,11,11,False
original_478_78319e1a,D:\M1\M1 Internship\test-video-level-dataset\real\original_478_78319e1a.mp4,REAL,0,REAL,0,0.012127472663705703,1.0,25,25,True
original_483_84d64da9,D:\M1\M1 Internship\test-video-level-dataset\real\original_483_84d64da9.mp4,REAL,0,REAL,0,0.2920012296750568,1.0,13,13,True
original_506_c13a684f,D:\M1\M1 Internship\test-video-level-dataset\real\original_506_c13a684f.mp4,REAL,0,REAL,0,0.04206257456984452,1.0,23,23,True
original_512_45c03563,D:\M1\M1 Internship\test-video-level-dataset\real\original_512_45c03563.mp4,REAL,0,REAL,0,0.00019606158840967207,1.0,30,30,True
original_518_b67f455f,D:\M1\M1 Internship\test-video-level-dataset\real\original_518_b67f455f.mp4,REAL,0,REAL,0,0.07401151972932413,1.0,17,17,True
original_526_28924f4c,D:\M1\M1 Internship\test-video-level-dataset\real\original_526_28924f4c.mp4,REAL,0,REAL,0,0.4634601963417871,1.0,28,28,True
original_543_2c951df8,D:\M1\M1 Internship\test-video-level-dataset\real\original_543_2c951df8.mp4,REAL,0,FAKE,1,0.8230751465106833,1.0,29,29,False
original_581_15e2ccab,D:\M1\M1 Internship\test-video-level-dataset\real\original_581_15e2ccab.mp4,REAL,0,REAL,0,0.3171942170995932,1.0,13,13,True
original_610_b422b371,D:\M1\M1 Internship\test-video-level-dataset\real\original_610_b422b371.mp4,REAL,0,REAL,0,0.13277666055364534,1.0,16,16,True
original_612_c8614ecf,D:\M1\M1 Internship\test-video-level-dataset\real\original_612_c8614ecf.mp4,REAL,0,REAL,0,0.0049654026695082265,1.0,14,14,True
original_715_ee35199d,D:\M1\M1 Internship\test-video-level-dataset\real\original_715_ee35199d.mp4,REAL,0,REAL,0,0.0159892069932539,1.0,29,29,True
original_763_69d1d1fa,D:\M1\M1 Internship\test-video-level-dataset\real\original_763_69d1d1fa.mp4,REAL,0,REAL,0,0.46244228777608704,1.0,28,28,True
original_765_8d0bde79,D:\M1\M1 Internship\test-video-level-dataset\real\original_765_8d0bde79.mp4,REAL,0,REAL,0,0.00027343396576585434,1.0,13,13,True
original_768_91438914,D:\M1\M1 Internship\test-video-level-dataset\real\original_768_91438914.mp4,REAL,0,FAKE,1,0.851540651970676,1.0,14,14,False
original_829_696c1990,D:\M1\M1 Internship\test-video-level-dataset\real\original_829_696c1990.mp4,REAL,0,REAL,0,0.0679528508777299,1.0,27,27,True
original_860_e6b613d0,D:\M1\M1 Internship\test-video-level-dataset\real\original_860_e6b613d0.mp4,REAL,0,REAL,0,0.2239770859014243,1.0,16,16,True
original_866_8b0d9134,D:\M1\M1 Internship\test-video-level-dataset\real\original_866_8b0d9134.mp4,REAL,0,REAL,0,0.3805536938940777,1.0,17,17,True
original_890_e0c3165f,D:\M1\M1 Internship\test-video-level-dataset\real\original_890_e0c3165f.mp4,REAL,0,REAL,0,0.4151758948961894,1.0,12,12,True
original_898_9399c3d6,D:\M1\M1 Internship\test-video-level-dataset\real\original_898_9399c3d6.mp4,REAL,0,REAL,0,0.012058770118788484,1.0,14,14,True
original_901_66d229cb,D:\M1\M1 Internship\test-video-level-dataset\real\original_901_66d229cb.mp4,REAL,0,FAKE,1,0.8511621836158965,1.0,18,18,False
original_913_4735a0ae,D:\M1\M1 Internship\test-video-level-dataset\real\original_913_4735a0ae.mp4,REAL,0,REAL,0,0.213225936146707,1.0,22,22,True
original_929_bf271968,D:\M1\M1 Internship\test-video-level-dataset\real\original_929_bf271968.mp4,REAL,0,REAL,0,0.22593190614134073,1.0,16,16,True
original_931_471292bb,D:\M1\M1 Internship\test-video-level-dataset\real\original_931_471292bb.mp4,REAL,0,REAL,0,0.17150586530960238,1.0,13,13,True
original_941_3ac47719,D:\M1\M1 Internship\test-video-level-dataset\real\original_941_3ac47719.mp4,REAL,0,REAL,0,0.27246519380714745,1.0,20,20,True
original_965_01a0d279,D:\M1\M1 Internship\test-video-level-dataset\real\original_965_01a0d279.mp4,REAL,0,REAL,0,0.008568890383079028,1.0,12,12,True
original_971_8a006b96,D:\M1\M1 Internship\test-video-level-dataset\real\original_971_8a006b96.mp4,REAL,0,REAL,0,0.12443548894952983,1.0,12,12,True
Deepfakes_060_088_5a53270f,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_060_088_5a53270f.mp4,FAKE,1,FAKE,1,0.9597709143863005,1.0,34,34,True
Deepfakes_072_037_1bfa8fce,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_072_037_1bfa8fce.mp4,FAKE,1,FAKE,1,0.9875705379706162,1.0,13,13,True
Deepfakes_174_964_cdd2aa15,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_174_964_cdd2aa15.mp4,FAKE,1,FAKE,1,0.6201954883124147,1.0,14,14,True
Deepfakes_198_106_da37374e,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_198_106_da37374e.mp4,FAKE,1,REAL,0,0.19731083099863359,1.0,14,14,False
Deepfakes_208_215_2568b307,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_208_215_2568b307.mp4,FAKE,1,FAKE,1,0.9784055226727536,1.0,19,19,True
Deepfakes_314_347_17d62014,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_314_347_17d62014.mp4,FAKE,1,FAKE,1,0.9840828010014125,1.0,14,14,True
Deepfakes_451_449_a6799e6c,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_451_449_a6799e6c.mp4,FAKE,1,FAKE,1,0.9987282752990723,1.0,13,13,True
Deepfakes_534_490_5330b62e,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_534_490_5330b62e.mp4,FAKE,1,FAKE,1,0.9823749624192715,1.0,16,16,True
Deepfakes_601_653_fc73192c,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_601_653_fc73192c.mp4,FAKE,1,FAKE,1,0.9864498010048499,1.0,13,13,True
Deepfakes_986_994_5df7ddc1,D:\M1\M1 Internship\test-video-level-dataset\fake\Deepfakes_986_994_5df7ddc1.mp4,FAKE,1,FAKE,1,0.9894018453710219,1.0,34,34,True
Face2Face_310_196_cbdf02fb,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_310_196_cbdf02fb.mp4,FAKE,1,FAKE,1,0.919231116771698,1.0,18,18,True
Face2Face_365_307_df39fc0a,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_365_307_df39fc0a.mp4,FAKE,1,REAL,0,0.23555707652121782,1.0,16,16,False
Face2Face_382_409_0fe16d69,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_382_409_0fe16d69.mp4,FAKE,1,REAL,0,0.3887675931056341,1.0,15,15,False
Face2Face_543_559_a52a02fd,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_543_559_a52a02fd.mp4,FAKE,1,FAKE,1,0.997918175799506,1.0,14,14,True
Face2Face_583_558_74dd317c,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_583_558_74dd317c.mp4,FAKE,1,FAKE,1,0.9164652095900642,1.0,18,18,True
Face2Face_652_773_adc7a7b2,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_652_773_adc7a7b2.mp4,FAKE,1,FAKE,1,0.9951556175947189,1.0,20,20,True
Face2Face_753_789_f1cd9528,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_753_789_f1cd9528.mp4,FAKE,1,FAKE,1,0.8123234431994589,1.0,19,19,True
Face2Face_901_902_e6228114,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_901_902_e6228114.mp4,FAKE,1,FAKE,1,0.968966794013977,1.0,10,10,True
Face2Face_902_901_b086d0ed,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_902_901_b086d0ed.mp4,FAKE,1,FAKE,1,0.6938114994102054,1.0,18,18,True
Face2Face_985_981_a83e3f01,D:\M1\M1 Internship\test-video-level-dataset\fake\Face2Face_985_981_a83e3f01.mp4,FAKE,1,FAKE,1,0.9805862506230673,1.0,15,15,True
FaceShifter_213_083_944cc471,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_213_083_944cc471.mp4,FAKE,1,FAKE,1,0.881897550362807,1.0,13,13,True
FaceShifter_235_194_23460e65,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_235_194_23460e65.mp4,FAKE,1,FAKE,1,0.7840582957634559,1.0,13,13,True
FaceShifter_377_333_3715e25e,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_377_333_3715e25e.mp4,FAKE,1,FAKE,1,0.6888970636895725,1.0,14,14,True
FaceShifter_493_538_1a538031,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_493_538_1a538031.mp4,FAKE,1,REAL,0,0.385828549740836,1.0,16,16,False
FaceShifter_677_671_800119cd,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_677_671_800119cd.mp4,FAKE,1,FAKE,1,0.6029904782772064,1.0,11,11,True
FaceShifter_787_782_a8c96321,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_787_782_a8c96321.mp4,FAKE,1,FAKE,1,0.6121349709906748,1.0,21,21,True
FaceShifter_811_920_fd3b485f,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_811_920_fd3b485f.mp4,FAKE,1,FAKE,1,0.993922008709474,1.0,22,22,True
FaceShifter_845_846_9bb621d6,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_845_846_9bb621d6.mp4,FAKE,1,FAKE,1,0.6452397838234901,1.0,15,15,True
FaceShifter_936_931_8238f708,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_936_931_8238f708.mp4,FAKE,1,FAKE,1,0.9781203071276346,1.0,12,12,True
FaceShifter_989_993_25f5c683,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceShifter_989_993_25f5c683.mp4,FAKE,1,REAL,0,0.2808333621479762,1.0,39,39,False
FaceSwap_059_050_1eb4ef1b,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_059_050_1eb4ef1b.mp4,FAKE,1,FAKE,1,0.9049858545715158,1.0,22,22,True
FaceSwap_070_057_f0bd8691,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_070_057_f0bd8691.mp4,FAKE,1,FAKE,1,0.6327971120675405,1.0,15,15,True
FaceSwap_198_106_1bc0e014,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_198_106_1bc0e014.mp4,FAKE,1,FAKE,1,0.6367547611395518,1.0,12,12,True
FaceSwap_235_194_974f9c32,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_235_194_974f9c32.mp4,FAKE,1,FAKE,1,0.7087094737933233,1.0,13,13,True
FaceSwap_265_475_acdcadde,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_265_475_acdcadde.mp4,FAKE,1,FAKE,1,0.594987324305943,1.0,14,14,True
FaceSwap_319_352_d280bcd6,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_319_352_d280bcd6.mp4,FAKE,1,REAL,0,0.11062183620079476,1.0,17,17,False
FaceSwap_408_424_8a8f634a,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_408_424_8a8f634a.mp4,FAKE,1,FAKE,1,0.9813996324172387,1.0,13,13,True
FaceSwap_534_490_a0f3ce04,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_534_490_a0f3ce04.mp4,FAKE,1,FAKE,1,0.746366024017334,1.0,16,16,True
FaceSwap_810_838_2d6abc4e,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_810_838_2d6abc4e.mp4,FAKE,1,FAKE,1,0.9650787487626076,1.0,16,16,True
FaceSwap_820_818_1bc2d861,D:\M1\M1 Internship\test-video-level-dataset\fake\FaceSwap_820_818_1bc2d861.mp4,FAKE,1,FAKE,1,0.5819867586618975,1.0,19,19,True
NeuralTextures_067_025_66bc71b3,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_067_025_66bc71b3.mp4,FAKE,1,FAKE,1,0.8339331878556145,1.0,18,18,True
NeuralTextures_355_748_b27aafad,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_355_748_b27aafad.mp4,FAKE,1,FAKE,1,0.9462615251541138,1.0,11,11,True
NeuralTextures_370_483_56b0f438,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_370_483_56b0f438.mp4,FAKE,1,FAKE,1,0.5446339281490788,1.0,13,13,True
NeuralTextures_554_572_dfc10615,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_554_572_dfc10615.mp4,FAKE,1,REAL,0,0.4884797614067793,1.0,12,12,False
NeuralTextures_589_565_9ba6646b,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_589_565_9ba6646b.mp4,FAKE,1,FAKE,1,0.9525520536634657,1.0,18,18,True
NeuralTextures_599_585_c6914696,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_599_585_c6914696.mp4,FAKE,1,FAKE,1,0.928616444269816,1.0,12,12,True
NeuralTextures_662_641_3336e2ee,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_662_641_3336e2ee.mp4,FAKE,1,FAKE,1,0.5307370770412186,1.0,12,12,True
NeuralTextures_822_244_87ca7bfe,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_822_244_87ca7bfe.mp4,FAKE,1,FAKE,1,0.7566145285964012,1.0,12,12,True
NeuralTextures_823_584_2a2b575a,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_823_584_2a2b575a.mp4,FAKE,1,FAKE,1,0.9802159756422043,1.0,20,20,True
NeuralTextures_924_917_79e77b20,D:\M1\M1 Internship\test-video-level-dataset\fake\NeuralTextures_924_917_79e77b20.mp4,FAKE,1,FAKE,1,0.8940415746635861,1.0,18,18,True
